Weather_condition,Service,Price_change_factor
Moderate,Plumber,18.129971113217508
Fine,Full home cleaning,-13.271515026434312
Fine,Face care,32.45550396101439
Moderate,Microwave Repair,2.7444106982951944
Fine,Bathroom cleaning,19.264866467646087
Fine,Bathroom cleaning,-6.988012791214904
Moderate,Chimney Repair,1.7250085196418807
Extreme,Water Purifier Repair,-25.499470691672332
Fine,Shave/beard grooming,-11.118507268679828
Moderate,Carpenter,7.9767933433918
Fine,Shave/beard grooming,-14.944776602670087
Moderate,Washing Machine Repair,-3.191471995724411
Moderate,Carpenter,23.684953061007157
Fine,Shave/beard grooming,0.4611624887769056
Fine,Kitchen cleaning,21.93972103772134
Fine,Home painting,-10.864644773772202
Moderate,Electrician,-5.824507920253172
Fine,Full home cleaning,-44.65315573976231
Fine,Kitchen cleaning,8.148042583037057
Fine,Men/kids haircut,-18.6830006055949
Extreme,Water Purifier Repair,-5.788053106048264
Moderate,Pest control,-10.860089102816309
Fine,Face care,6.303779183812127
Fine,Hair colour,1.9086935555204068
Fine,Massage,-4.951709584231196
Fine,Hair colour,7.413963664695093
Moderate,Washing Machine Repair,47.540449097112294
Fine,Men/kids haircut,8.164911588638633
Extreme,AC Repair Service,-11.013055181640375
Fine,Home painting,-4.076830205337687
Moderate,Microwave Repair,-6.492391254886051
Fine,Hair colour,29.97942075388825
Moderate,Washing Machine Repair,-17.055188244004807
Moderate,Pest control,-0.5978364722323316
Extreme,AC Repair Service,20.016985123018035
Moderate,Pest control,-13.32092128639932
Fine,Face care,-13.08227957365671
Extreme,Refrigerator Repair,-8.294775458548212
Moderate,Laptop Repair,-16.64307617228976
Fine,Face care,7.339859454377581
Moderate,Washing Machine Repair,-5.780073456184653
Fine,Kitchen cleaning,5.6082407583669145
Fine,Bathroom cleaning,-10.565397326214832
Fine,Bathroom cleaning,-12.705292196768967
Moderate,Electrician,16.571140966815634
Fine,Home painting,17.558112708519758
Moderate,Pest control,-15.126844776541922
Moderate,Plumber,5.959465997512354
Fine,Massage,-2.0540656031271567
Fine,Full home cleaning,-15.62213959349128
Fine,Face care,-17.679697054992072
Moderate,Electrician,-3.4214562258800596
Moderate,Pest control,-48.7832101095935
Fine,Face care,-29.5177291663691
Fine,Massage,-7.631996180982361
Extreme,Water Purifier Repair,15.251040847343907
Fine,Kitchen cleaning,27.725632417772385
Fine,Home painting,24.298667411812346
Fine,Full home cleaning,-7.3015739555845025
Fine,Kitchen cleaning,-24.017739917402952
Moderate,Pest control,8.247781869818745
Fine,Face care,-17.95775748853798
Fine,Kitchen cleaning,24.838169608197095
Fine,Massage,21.251098944104164
Fine,Face care,29.903212356837358
Moderate,Plumber,-42.895196705923354
Extreme,Refrigerator Repair,-20.343023533747846
Moderate,Plumber,18.520675907951556
Fine,Shave/beard grooming,33.19894300855377
Fine,Home painting,12.288479232602906
Fine,Full home cleaning,-0.538175870249017
Moderate,Plumber,3.0540655924572944
Fine,Home painting,-3.3098851386848867
Fine,Bathroom cleaning,-5.181481834369634
Fine,Hair colour,26.542724635320898
Fine,Bathroom cleaning,-7.857721460162442
Fine,Kitchen cleaning,-3.153196746390179
Fine,Shave/beard grooming,-29.09942674171294
Fine,Men/kids haircut,11.853441589545588
Fine,Bathroom cleaning,-13.855626803100948
Fine,Kitchen cleaning,-15.426538718885665
Moderate,Microwave Repair,1.2791501532574168
Fine,Full home cleaning,50.52797441353617
Moderate,Microwave Repair,-10.941556971879361
Fine,Men/kids haircut,-61.21980877023161
Fine,Home painting,-23.883129081429566
Fine,Face care,-0.19717498543325648
Fine,Hair colour,-35.974842795367564
Fine,Bathroom cleaning,-2.4430226618470825
Moderate,Chimney Repair,-4.834441923350369
Moderate,Chimney Repair,0.7698783028488896
Fine,Face care,22.25203551661087
Fine,Massage,21.518165912234146
Fine,Face care,-9.132532954773733
Moderate,Plumber,21.13134689984748
Fine,Kitchen cleaning,-12.275262117247456
Fine,Hair colour,-38.33712259123032
Moderate,Laptop Repair,2.836444622974738
Fine,Home painting,-27.75847477492365
Extreme,Water Purifier Repair,-31.64841839564238
Fine,Face care,-23.764335886406002
Extreme,Water Purifier Repair,-0.39129896028878164
Moderate,Electrician,-23.195675589186454
Fine,Massage,20.330363067199826
Moderate,Electrician,-27.038698027916087
Moderate,Chimney Repair,-16.53698163960397
Extreme,Refrigerator Repair,15.331207263475399
Fine,Home painting,-49.22381399873473
Fine,Kitchen cleaning,-11.9782087861491
Fine,Shave/beard grooming,1.516950567364087
Extreme,Refrigerator Repair,11.053799268611046
Moderate,Laptop Repair,2.354799310718803
Fine,Massage,7.923054298976125
Moderate,Washing Machine Repair,6.263051762967674
Fine,Bathroom cleaning,-17.289345253552252
Fine,Massage,-24.099687184421445
Fine,Men/kids haircut,5.184586850947151
Moderate,Chimney Repair,11.139408381964124
Fine,Bathroom cleaning,-29.95826931245222
Moderate,Pest control,-45.42114148193405
Extreme,Water Purifier Repair,4.955421143702057
Fine,Face care,-2.339086737510948
Moderate,Laptop Repair,9.552515675645733
Moderate,Chimney Repair,8.111616262148203
Fine,Massage,3.547358843190901
Fine,Full home cleaning,3.2965957794075864
Moderate,Carpenter,-20.37336821947863
Extreme,Refrigerator Repair,32.16284959240477
Fine,Full home cleaning,13.433420764060909
Moderate,Microwave Repair,36.71782472589731
Moderate,Pest control,-6.456375400507016
Extreme,AC Repair Service,34.97253062681223
Fine,Face care,5.6457527529421325
Fine,Home painting,-57.485794065830405
Fine,Shave/beard grooming,-15.396527595697451
Fine,Face care,-19.73901927875003
Fine,Full home cleaning,11.990636678033118
Fine,Full home cleaning,13.318868049871806
Fine,Full home cleaning,6.207431970193104
Fine,Bathroom cleaning,40.23211608492177
Fine,Hair colour,16.699529977005408
Fine,Massage,5.736374758828594
Fine,Shave/beard grooming,3.432500394650502
Moderate,Microwave Repair,9.71299401280853
Fine,Shave/beard grooming,10.66343642779884
Fine,Shave/beard grooming,6.05781442043434
Fine,Home painting,22.891982452652183
Moderate,Microwave Repair,-22.171142912722548
Extreme,Refrigerator Repair,-25.08427208348859
Fine,Kitchen cleaning,-12.030695407712066
Fine,Face care,3.608591604041678
Fine,Shave/beard grooming,-12.60541880824621
Moderate,Laptop Repair,7.948161601279527
Fine,Shave/beard grooming,8.685656041728155
Fine,Full home cleaning,-12.330222402428541
Fine,Men/kids haircut,-21.443935201615282
Fine,Hair colour,4.883866816000645
Fine,Face care,-4.621796907682917
Fine,Face care,29.8543180732776
Moderate,Laptop Repair,-6.009418515755892
Fine,Hair colour,13.72515565131349
Extreme,AC Repair Service,-22.941203377228398
Moderate,Microwave Repair,26.665848940326853
Moderate,Microwave Repair,15.30737393238089
Fine,Hair colour,-7.359317229145393
Moderate,Microwave Repair,-36.44541038439493
Extreme,Refrigerator Repair,15.330593236535188
Fine,Bathroom cleaning,17.325056820684836
Fine,Full home cleaning,17.972799797085457
Fine,Bathroom cleaning,11.551696447053835
Fine,Massage,-3.477517674590378
Extreme,Refrigerator Repair,20.840221464051318
Moderate,Microwave Repair,-13.202877584411025
Fine,Bathroom cleaning,19.649649805256345
Moderate,Carpenter,3.6108698608824104
Moderate,Pest control,0.14238066048524278
Moderate,Chimney Repair,56.26590663055893
Fine,Men/kids haircut,6.005273085365092
Fine,Home painting,-6.062828012301466
Fine,Face care,-14.515198266625212
Fine,Home painting,6.5020988838135025
Moderate,Laptop Repair,5.1770636677619475
Moderate,Plumber,-32.54463392430472
Fine,Full home cleaning,-14.291223426113792
Fine,Face care,-29.77898101034701
Fine,Men/kids haircut,9.769536094800626
Moderate,Pest control,-5.8577307993803185
Fine,Face care,0.38226478420094123
Moderate,Carpenter,12.072487860201232
Fine,Men/kids haircut,-22.20766202378408
Moderate,Electrician,14.91731787378043
Fine,Bathroom cleaning,-13.641081835994767
Fine,Face care,-15.868804273303525
Moderate,Washing Machine Repair,2.5473776253419804
Moderate,Electrician,-2.7776150103803143
Fine,Face care,-30.06595552364488
Fine,Home painting,-5.942593753314024
Moderate,Pest control,1.8108882456851618
Fine,Full home cleaning,-13.783415744487357
Extreme,Water Purifier Repair,-7.532452555313802
Moderate,Washing Machine Repair,-1.1752701925853482
Extreme,Water Purifier Repair,0.11676673069563123
Moderate,Laptop Repair,-27.346436285762046
Moderate,Washing Machine Repair,18.094722300923
Moderate,Plumber,-33.16735375707203
Moderate,Microwave Repair,14.162636737012914
Fine,Face care,17.218066299302347
Fine,Home painting,-2.8654358593309848
Fine,Home painting,9.16373637757911
Moderate,Chimney Repair,-35.9450438494052
Fine,Men/kids haircut,7.304104988157244
Moderate,Microwave Repair,-33.14017457777804
Fine,Home painting,34.6514137392719
Fine,Kitchen cleaning,-9.872662779779365
Fine,Bathroom cleaning,7.48253342150044
Fine,Men/kids haircut,2.6459132724727583
Extreme,AC Repair Service,-2.2966868054384477
Fine,Men/kids haircut,-0.32830183145196135
Extreme,Refrigerator Repair,22.57716118616735
Moderate,Electrician,-6.1922750026474835
Fine,Face care,19.92379374505201
Moderate,Chimney Repair,16.43133700323357
Moderate,Pest control,0.09663527028869875
Moderate,Microwave Repair,19.455630019637297
Fine,Face care,-3.6127047340215395
Extreme,AC Repair Service,10.670781770388743
Fine,Kitchen cleaning,-17.622420727998445
Moderate,Pest control,25.397575615939957
Fine,Face care,-6.372049812546724
Fine,Shave/beard grooming,10.096515112547703
Fine,Men/kids haircut,-14.180805394554747
Moderate,Laptop Repair,-12.90818666197745
Fine,Bathroom cleaning,-17.74068306831628
Moderate,Microwave Repair,-15.865636298670484
Moderate,Microwave Repair,-16.73142747254304
Fine,Home painting,-60.170479534102235
Fine,Men/kids haircut,-33.70910914742534
Moderate,Washing Machine Repair,-3.0082608410793545
Moderate,Washing Machine Repair,31.74980706039888
Extreme,Water Purifier Repair,-22.741272567097162
Fine,Shave/beard grooming,0.26168979444568763
Moderate,Pest control,4.277080475119013
Fine,Massage,16.411442729626717
Fine,Full home cleaning,15.252983067751014
Fine,Hair colour,-33.27173631146373
Fine,Bathroom cleaning,-21.95691453508036
Fine,Massage,14.847403036719893
Moderate,Electrician,-4.472221454996363
Fine,Bathroom cleaning,-5.029700149908269
Extreme,Water Purifier Repair,-7.165007724617606
Fine,Massage,-32.593407812732885
Fine,Hair colour,19.330322205243956
Fine,Kitchen cleaning,11.23260214351016
Fine,Men/kids haircut,-15.319262153775304
Extreme,Refrigerator Repair,18.20487759607466
Extreme,AC Repair Service,-11.322241758921756
Fine,Hair colour,-1.9469394271862113
Fine,Men/kids haircut,-16.71911535138947
Fine,Bathroom cleaning,28.139843471214093
Fine,Bathroom cleaning,-36.044707261241534
Fine,Shave/beard grooming,2.4639519141684656
Fine,Face care,-44.95499675872847
Fine,Bathroom cleaning,-20.59484841577525
Moderate,Pest control,-32.87637098213657
Fine,Shave/beard grooming,10.206346422681115
Extreme,Refrigerator Repair,-10.506936478123972
Moderate,Microwave Repair,-13.158748301802463
Fine,Massage,8.771114338281949
Moderate,Laptop Repair,39.63846033478759
Fine,Massage,-1.2289844759640687
Fine,Face care,1.2811701068771386
Moderate,Carpenter,-12.636408475845553
Fine,Full home cleaning,27.174358616999882
Moderate,Carpenter,17.63782176105632
Fine,Men/kids haircut,42.13523509311544
Fine,Hair colour,0.8220315209413216
Fine,Bathroom cleaning,-0.8910463601253232
Moderate,Carpenter,7.437188167556627
Fine,Bathroom cleaning,17.537381555918884
Extreme,AC Repair Service,14.687586756196463
Moderate,Plumber,2.015338536313614
Fine,Kitchen cleaning,26.70898322122833
Moderate,Pest control,-14.320743976841843
Moderate,Laptop Repair,-37.9767594408125
Fine,Bathroom cleaning,22.78369163292135
Fine,Face care,-20.0051524663918
Fine,Face care,-25.858778551915535
Fine,Home painting,-8.088054895811576
Fine,Men/kids haircut,12.993878525508038
Moderate,Electrician,67.64175952920256
Fine,Home painting,-20.43030368299572
Fine,Bathroom cleaning,50.86966054830843
Fine,Face care,-57.594372976409915
Moderate,Pest control,-34.1703778744693
Fine,Hair colour,-9.292619364835664
Fine,Kitchen cleaning,11.162706838402974
Moderate,Washing Machine Repair,-17.22032812187463
Fine,Bathroom cleaning,-27.77044607673595
Moderate,Plumber,47.90182078985323
Moderate,Electrician,-30.523155141439332
Fine,Full home cleaning,-23.484601762777476
Fine,Face care,-18.931566122734033
Fine,Bathroom cleaning,-42.894306804487314
Extreme,AC Repair Service,-0.7958760214207519
Fine,Men/kids haircut,-4.170437148567409
Fine,Massage,8.899648242456655
Moderate,Chimney Repair,13.957492599855934
Moderate,Microwave Repair,-0.6382415892771864
Fine,Bathroom cleaning,1.766672633645279
Fine,Hair colour,17.307701428141
Fine,Face care,11.168582110225467
Fine,Hair colour,0.45354783975190466
Moderate,Washing Machine Repair,-16.82581803054853
Fine,Bathroom cleaning,8.549679896419791
Fine,Home painting,5.053888514530792
Extreme,AC Repair Service,-25.74229003659348
Fine,Full home cleaning,-29.517846329488716
Fine,Bathroom cleaning,-3.350618122704638
Fine,Bathroom cleaning,10.753620568002244
Moderate,Electrician,-46.16477183121003
Moderate,Electrician,-11.629593517907841
Fine,Men/kids haircut,-3.9089052400379902
Fine,Bathroom cleaning,21.962242753275856
Fine,Full home cleaning,-28.299687158943534
Fine,Face care,-20.210514827065676
Fine,Bathroom cleaning,-0.6014160024065719
Fine,Home painting,9.78641170911568
Moderate,Plumber,-23.326111880586275
Fine,Men/kids haircut,-3.510584083825785
Fine,Bathroom cleaning,12.42292717721237
Fine,Hair colour,24.702851477919033
Extreme,AC Repair Service,-8.054581208463325
Extreme,Water Purifier Repair,-39.385383010179005
Fine,Shave/beard grooming,-15.258437627999541
Moderate,Washing Machine Repair,-15.354578319726988
Fine,Shave/beard grooming,-2.1237514449391828
Moderate,Electrician,-21.06316091084536
Fine,Home painting,-4.247565568012642
Fine,Shave/beard grooming,21.586119981470986
Moderate,Laptop Repair,-21.919931833203936
Fine,Shave/beard grooming,-41.0377243347063
Moderate,Microwave Repair,13.938141917951704
Extreme,Water Purifier Repair,19.25033837126074
Moderate,Electrician,-27.108821388249915
Moderate,Pest control,-14.089979959589192
Fine,Home painting,-47.978202689765126
Moderate,Washing Machine Repair,6.007060200243242
Moderate,Pest control,17.868691894717795
Fine,Full home cleaning,36.18610428918271
Fine,Full home cleaning,-26.59473341806393
Fine,Shave/beard grooming,14.662335250357186
Moderate,Carpenter,25.444468262889885
Fine,Bathroom cleaning,20.440573283509057
Moderate,Chimney Repair,-2.7055149235092895
Fine,Bathroom cleaning,-8.202840437812537
Fine,Face care,-2.1295838215816985
Fine,Hair colour,12.743085211277869
Moderate,Pest control,19.919718123958184
Fine,Men/kids haircut,-19.459444085785407
Moderate,Pest control,11.663009297925539
Fine,Men/kids haircut,-1.5475692424518772
Moderate,Washing Machine Repair,-3.0732347259485646
Fine,Massage,-29.14583316182042
Fine,Hair colour,-14.198403666388252
Moderate,Laptop Repair,12.720825469918847
Fine,Shave/beard grooming,-17.76735836011502
Moderate,Pest control,-12.045321215630224
Moderate,Plumber,-8.754340726452686
Extreme,Refrigerator Repair,16.73253649945735
Fine,Shave/beard grooming,15.88521379131173
Fine,Full home cleaning,-28.81312378667173
Fine,Massage,13.189608001546562
Moderate,Pest control,48.68777791778087
Moderate,Plumber,5.549996418015043
Fine,Massage,5.013280962711551
Fine,Men/kids haircut,11.17139023072524
Fine,Men/kids haircut,-1.8722747999553033
Moderate,Pest control,-1.7673649847828774
Fine,Full home cleaning,20.723807912675504
Moderate,Laptop Repair,47.09669344037502
Fine,Full home cleaning,7.360118105390473
Moderate,Electrician,-6.82133029767359
Moderate,Plumber,28.882802946456202
Moderate,Plumber,7.8531080114969365
Fine,Full home cleaning,-12.498127452990502
Fine,Bathroom cleaning,29.33190149369058
Fine,Kitchen cleaning,0.4105709322199409
Fine,Home painting,-10.131510878650696
Fine,Massage,16.802264335539743
Moderate,Plumber,-3.3772770905236027
Moderate,Chimney Repair,10.983421492953642
Fine,Massage,-15.682497573753638
Moderate,Microwave Repair,9.798297267861049
Moderate,Carpenter,0.9593820740152404
Fine,Kitchen cleaning,-2.3453105548286852
Fine,Hair colour,9.526867332486407
Extreme,Water Purifier Repair,-13.535593697970674
Fine,Hair colour,16.626372332738317
Moderate,Washing Machine Repair,-29.745552540682993
Moderate,Chimney Repair,7.230732750952945
Fine,Face care,-3.476652648247966
Moderate,Chimney Repair,-20.22558019465606
Fine,Face care,30.2505441563488
Moderate,Chimney Repair,25.408506113266558
Moderate,Microwave Repair,-26.536343501401518
Fine,Men/kids haircut,8.480050610310455
Moderate,Electrician,-7.395970021685394
Fine,Home painting,-14.980557637698428
Fine,Shave/beard grooming,-17.875687950000753
Moderate,Carpenter,36.33539158647723
Fine,Massage,23.73375167552667
Extreme,Refrigerator Repair,-17.247189439739735
Moderate,Microwave Repair,-10.063392481587698
Fine,Bathroom cleaning,-19.25519722782915
Fine,Hair colour,-17.364460992325665
Fine,Home painting,-5.789111409008559
Fine,Full home cleaning,9.308245504490221
Fine,Shave/beard grooming,21.049986497896967
Fine,Men/kids haircut,-16.484576407058917
Moderate,Electrician,-27.7061140320794
Fine,Men/kids haircut,-13.937750936475217
Fine,Bathroom cleaning,-10.336041506109579
Fine,Shave/beard grooming,13.937265155786987
Fine,Men/kids haircut,-6.97080021185336
Fine,Face care,-2.3530821806382316
Fine,Full home cleaning,10.331933010067619
Fine,Massage,22.643813698817684
Fine,Shave/beard grooming,-9.753662654139765
Fine,Men/kids haircut,10.136731586743775
Moderate,Microwave Repair,34.74203888090317
Fine,Home painting,19.485932109265853
Moderate,Microwave Repair,-3.0015297220481525
Fine,Hair colour,-11.73227764146044
Fine,Hair colour,-37.353915255996
Moderate,Washing Machine Repair,12.811737199401312
Fine,Home painting,9.868036642479526
Moderate,Pest control,-12.804688068479098
Moderate,Plumber,12.309309201278547
Fine,Massage,-14.84620520228365
Moderate,Washing Machine Repair,22.71668239505545
Fine,Face care,2.179023579184836
Moderate,Carpenter,0.872783699956179
Moderate,Microwave Repair,49.42885642881923
Fine,Bathroom cleaning,-18.508193873423927
Fine,Men/kids haircut,9.669127008255655
Fine,Bathroom cleaning,38.959824227037984
Moderate,Plumber,0.735117917924927
Fine,Kitchen cleaning,-2.3772474955597267
Fine,Home painting,35.42976805359772
Fine,Bathroom cleaning,18.76993993015537
Moderate,Washing Machine Repair,7.890718733030909
Fine,Massage,-14.599902777095542
Fine,Full home cleaning,-9.531835519419525
Fine,Men/kids haircut,22.024197185982132
Moderate,Washing Machine Repair,-21.41374841324264
Fine,Hair colour,-16.087179789085596
Moderate,Chimney Repair,-45.57145523667557
Fine,Home painting,-25.27289110684322
Moderate,Pest control,6.535740454262854
Fine,Face care,-30.245770566760264
Moderate,Electrician,0.8852667604486859
Fine,Kitchen cleaning,33.922815719753736
Fine,Bathroom cleaning,-4.280011312879902
Fine,Bathroom cleaning,0.6178419808278626
Fine,Hair colour,-24.266217586866333
Extreme,Refrigerator Repair,2.748644293770732
Extreme,Water Purifier Repair,-27.633823089817675
Moderate,Microwave Repair,19.441555730798413
Moderate,Washing Machine Repair,-21.534412033210472
Moderate,Electrician,-2.392012222748571
Moderate,Carpenter,-48.348777825741706
Fine,Bathroom cleaning,-9.59829258615606
Fine,Shave/beard grooming,-2.417254280909557
Moderate,Carpenter,-33.71358356871964
Extreme,Water Purifier Repair,-7.8695151455558605
Fine,Bathroom cleaning,-15.967848980950643
Fine,Hair colour,-36.519803782669335
Fine,Kitchen cleaning,1.260340445700533
Moderate,Washing Machine Repair,-2.0402920271241105
Fine,Bathroom cleaning,-7.1114252989875615
Fine,Shave/beard grooming,13.741165385647792
Fine,Hair colour,20.287807532036723
Moderate,Washing Machine Repair,-18.08813197626247
Fine,Massage,13.684384526740303
Fine,Kitchen cleaning,22.486637615841182
Fine,Full home cleaning,26.39076643767804
Moderate,Chimney Repair,22.488470740059327
Fine,Face care,5.13242792989538
Fine,Home painting,-1.3214207682041064
Fine,Shave/beard grooming,-11.585002070342052
Moderate,Carpenter,-17.180377384008136
Moderate,Microwave Repair,-1.1498665016458078
Fine,Shave/beard grooming,-14.091374417010382
Fine,Massage,13.255988230913092
Moderate,Washing Machine Repair,4.096555387066967
Moderate,Washing Machine Repair,14.442979953473534
Fine,Shave/beard grooming,-18.758728608244574
Moderate,Laptop Repair,6.40052909849836
Fine,Home painting,5.6514647250536765
Moderate,Pest control,-5.583297517191806
Fine,Full home cleaning,-9.943611666169117
Fine,Massage,33.40863890016054
Extreme,Water Purifier Repair,-5.967828599835796
Moderate,Pest control,-36.443818183102984
Fine,Shave/beard grooming,-8.34810983843829
Moderate,Laptop Repair,-1.5305863386419674
Fine,Hair colour,7.901284288506054
Fine,Kitchen cleaning,-17.805168434993533
Fine,Massage,11.478698711355982
Fine,Face care,-17.962043011642493
Fine,Home painting,-6.998972951070054
Extreme,Water Purifier Repair,7.96694731400239
